	Sample_ID	calc_gr	calc_volumeloss	Species	Drop_out	Dilution
157	BS2_F8	TRUE	FALSE	MGBS2	FALSE	5
158	BS2_G8	TRUE	FALSE	MGBS2	FALSE	5
159	BS2_H8	TRUE	FALSE	MGBS2	FALSE	5
160	BS2_A9	TRUE	FALSE	MGBS2	FALSE	5
161	BS2_B9	TRUE	FALSE	MGBS2	FALSE	5
162	BS2_C9	TRUE	FALSE	MGBS2	FALSE	5
163	BS2_D9	TRUE	FALSE	MGBS2	FALSE	5
164	BS2_E9	TRUE	FALSE	MGBS2	FALSE	5
165	BS2_F9	TRUE	FALSE	MGBS2	FALSE	5
166	BS2_G9	TRUE	FALSE	MGBS2	FALSE	5
167	BS2_H9	TRUE	FALSE	MGBS2	FALSE	5
168	BS2_A10	TRUE	FALSE	MGBS2	FALSE	5
169	BS2_B10	TRUE	FALSE	MGBS2	FALSE	5
170	BS2_C10	TRUE	FALSE	MGBS2	FALSE	5
171	BS2_D10	TRUE	FALSE	MGBS2	FALSE	5
172	BS2_E10	TRUE	FALSE	MGBS2	FALSE	5
173	BS2_F10	TRUE	FALSE	MGBS2	FALSE	5
174	BS2_G10	TRUE	FALSE	MGBS2	FALSE	5
175	BS2_H10	TRUE	FALSE	MGBS2	FALSE	5
176	BS2_A11	TRUE	FALSE	MGBS2	FALSE	5
177	BS2_B11	TRUE	FALSE	MGBS2	FALSE	5
178	BS2_C11	TRUE	FALSE	MGBS2	FALSE	5
179	BS2_D11	TRUE	FALSE	MGBS2	FALSE	5
180	BS2_E11	TRUE	FALSE	MGBS2	FALSE	5
181	BS2_F11	TRUE	FALSE	MGBS2	FALSE	5
182	BS2_G11	TRUE	FALSE	MGBS2	FALSE	5
183	BS2_H11	TRUE	FALSE	MGBS2	FALSE	5
184	BS2_A12	TRUE	FALSE	2Bl_M92	FALSE	5
185	BS2_B12	TRUE	FALSE	2Bl_M92	FALSE	5
186	BS2_C12	TRUE	FALSE	2Bl_M92	FALSE	5
187	BS2_D12	TRUE	FALSE	2Bl_M92	FALSE	5
188	BS2_E12	FALSE	TRUE	Orange G	FALSE	5
189	BS2_F12	FALSE	TRUE	Orange G	FALSE	5
190	BS2_G12	FALSE	TRUE	Orange G	FALSE	5
191	BS2_H12	FALSE	TRUE	Orange G	FALSE	5
